iter Analysis Completed with REBATE
Run Time (sec): 860.695550441742
=== SCORES ===
M0P1	0.013746643396758199	1
M0P0	0.011326027375126549	2
N404	0.006971136373012542	3
N268	0.005760553987370425	4
N559	0.0050336120614012285	5
N390	0.004867193295924752	6
N482	0.004604380169861571	7
N60	0.004512651244503022	8
N338	0.0037431075787028602	9
N716	0.003597844837306543	10
N392	0.0035013050313726633	11
N840	0.003484984031113933	12
N681	0.0034835999140704886	13
N289	0.0033793523908345895	14
N742	0.003338350974764423	15
N662	0.003251174367213555	16
N725	0.0032326038872787528	17
N972	0.0031643538877150017	18
N397	0.003163353846929051	19
N185	0.003121153192691359	20
N507	0.0030546832700819224	21
N21	0.003002335206006067	22
N809	0.0029857134800955025	23
N626	0.0029629676186828263	24
N0	0.002948045988069148	25
N666	0.0029193453212936525	26
N718	0.002906777998088683	27
N44	0.0027305454330555272	28
N814	0.002585607675373064	29
N541	0.0025200724281718733	30
N212	0.002488644024375473	31
N321	0.002477940638891092	32
N462	0.002472681463234702	33
N690	0.0024467618147205284	34
N836	0.0024378536085547706	35
N160	0.0024198472145975786	36
N360	0.002405507127653326	37
N968	0.002403114872520422	38
N164	0.002353954480513013	39
N888	0.0023278169089548354	40
N215	0.0022997549397480227	41
N89	0.0022896796135833774	42
N839	0.0022745897895154856	43
N232	0.002273746580449928	44
N932	0.0022664417574823504	45
N872	0.0022283637715448984	46
N804	0.00221463678754141	47
N544	0.002207218229118377	48
N357	0.0021682326453417427	49
N102	0.0021660802290172886	50
N975	0.0021658548990450607	51
N280	0.0021444418794337944	52
N687	0.0021129336211033888	53
N317	0.0020999697720549917	54
N708	0.0020780793365529787	55
N684	0.002065411776636629	56
N733	0.002054471282196997	57
N524	0.0020516736028127346	58
N315	0.0020509290754592634	59
N190	0.002046367201586627	60
N329	0.0020460222508986506	61
N424	0.002004504356806142	62
N794	0.001978435102171579	63
N233	0.0019608168906485117	64
N922	0.0019573433130640346	65
N105	0.0019543274816497796	66
N460	0.0019366533924512356	67
N886	0.0019280652753762596	68
N973	0.0019205462237400542	69
N146	0.0019193109022509654	70
N112	0.0019113242788444465	71
N843	0.001900290640145343	72
N57	0.0018894940938088117	73
N210	0.001861691699742054	74
N453	0.0018353614026128597	75
N383	0.0018250798967627854	76
N863	0.0018195751210155423	77
N724	0.001809079240630588	78
N641	0.0017790194472362697	79
N811	0.0017734847803756732	80
N448	0.0017716921277454469	81
N98	0.001765000600061328	82
N979	0.0017644864839210896	83
N965	0.001752695087482777	84
N739	0.0017514255368537937	85
N710	0.0017439491772366607	86
N759	0.0017366815908610596	87
N573	0.0017286331576637775	88
N242	0.001712835956893056	89
N313	0.0017094725742263952	90
N425	0.0017032244845193692	91
N953	0.001671649451913603	92
N740	0.0016497303859225997	93
N951	0.0016440139943215703	94
N159	0.0016287256143159602	95
N458	0.00162841019907956	96
N901	0.0016242396044668136	97
N8	0.0016091565249724328	98
N683	0.0016089332725372398	99
N737	0.0015965296500548608	100
N411	0.0015636462127292111	101
N517	0.0015512243393101793	102
N599	0.0015410515107629683	103
