turf Analysis Completed with REBATE
Run Time (sec): 1548.8550407886505
=== SCORES ===
M0P1	0.025075433175436427	1
M0P0	0.024306264627389884	2
N404	0.0070558390849560695	3
N268	0.0065610546287106775	4
N0	0.0046336548967595035	5
N559	0.004514365049196086	6
N809	0.003590037845392308	7
N482	0.0034368883127525764	8
N507	0.0032823356238072814	9
N180	0.00306621957852847	10
N626	0.0030385961251527976	11
N392	0.0030229156704765117	12
N583	0.002877521857365961	13
N724	0.002744715993996054	14
N725	0.002576694313237239	15
N839	0.002538527417254113	16
N424	0.0024959081166839136	17
N524	0.0024882081470448364	18
N690	0.0024352460815019717	19
N360	0.0024112777111403036	20
N406	0.0023582402404392208	21
N75	0.002314525999724436	22
N716	0.00227460176920814	23
N98	0.0022708077564591368	24
N390	0.002258352113006872	25
N544	0.0021743635488928287	26
N681	0.0019792695928543325	27
N357	0.001926040227989964	28
N995	0.0019026928513833704	29
N164	0.0018910946480238105	30
N687	0.0018834778261325093	31
N684	0.0018649731001343203	32
N339	0.0018604789181735743	33
N710	0.0018521844661011275	34
N338	0.0018087193163742233	35
N914	0.0018003859191595224	36
N814	0.0017873874084011684	37
N478	0.0017808682740547098	38
N932	0.0016830859151135634	39
N227	0.0016531876784997006	40
N786	0.001641469695321313	41
N500	0.00162068415577702	42
N483	0.001591394899197731	43
N9	0.0015854851206879765	44
N329	0.001544671965932143	45
N280	0.001535199429084309	46
N276	0.0015188649071151848	47
N904	0.0015111999784094788	48
N794	0.0015079721068596526	49
N460	0.0015066835895659934	50
N852	0.0014718507015745858	51
N112	0.0014498388344870582	52
N157	0.001430021518681904	53
N742	0.001424257104770303	54
N613	0.0013713171501836207	55
N751	0.0013353430125311661	56
N965	0.0012950373631431184	57
N422	0.0012908489458599685	58
N289	0.001289678475483045	59
N159	0.0012712386987481904	60
N759	0.0012313086138856604	61
N492	0.0012295524808183021	62
N882	0.0012179860385080074	63
N708	0.0012087756375764283	64
N513	0.001185394236820297	65
N638	0.0011203807676314693	66
N89	0.001119064158710279	67
N840	0.0010747318201114228	68
N383	0.0010701186621053314	69
N411	0.0010683698471069634	70
N975	0.0010428490961542527	71
N843	0.0010076676930701215	72
N726	0.0010064837176010416	73
N666	0.0009919846741190104	74
N453	0.0009905254724929227	75
N60	0.0009670568501060993	76
N898	0.0009593953771820097	77
N922	0.0009576196075961083	78
N675	0.0009541279993449791	79
N26	0.0009439425929935649	80
N265	0.0009402288259123137	81
N963	0.0009328778008520285	82
N537	0.0009198281675488022	83
N935	0.0009193496826438417	84
N737	0.0009148557216399547	85
N199	0.0009081192724971272	86
N996	0.0008817471484289377	87
N750	0.0008719778309841028	88
N637	0.0008544465395691026	89
N785	0.0008409185784381808	90
N611	0.0008229681097721155	91
N832	0.0008205654432820975	92
N834	0.0008048218483632472	93
N454	0.0007877863836905446	94
N397	0.0007495490575997991	95
N21	0.0007437252135241395	96
N243	0.0007434155114667656	97
N321	0.000712505047366701	98
N137	0.000687297454223523	99
N628	0.000678346568244656	100
N242	0.0006538098068323312	101
N721	0.0006419851224123257	102
N61	0.0006349796641991307	103
N844	0.0006236091221664315	104
N894	0.0006184262026075811	105
N489	0.0005873091347107383	106
N230	0.0005728320936084896	107
N847	0.0005552071280271613	108
